Param Counts,Max Valid Scores,Train Acc 1,Train Acc 5,Test Acc 1,Test Acc 5,Val Acc 5
11490981,75.23960396039604,56.74636612436709,78.24942068514233,75.23960396039604,92.61782178217821,92.38811881188118
11753637,76.95049504950495,64.21424057218987,82.65746787283982,77.44950495049505,93.17227722772277,93.08514851485148
