Epochs,Normal Epoch Times,PAI Epoch Times
0,53.801530599594116,
1,53.53182864189148,
2,53.027862310409546,
3,52.72518610954285,
4,53.102052450180054,
5,52.95926475524902,
6,54.04474997520447,
7,53.44255352020264,
8,53.49042057991028,
9,53.0388069152832,
10,52.73092699050903,
11,52.83006000518799,
12,52.6046302318573,
